employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime_bonus,birthdate,termination_date
00-12118,Joshua,Black,Male,Auckland,New Lynn,2025-12-30,Marketing,Marketing Coordinator,Bachelor,71000.0,Good,Yes,1983-10-14,
00-76523,Simon,Simonsen,Male,Wellington,Porirua,2020-04-22,IT,Software Developer,Bachelor,108000.0,Good,No,1960-07-03,
00-74867,Adam,Zimmerman,Male,Wellington,Porirua,2022-08-09,Customer Service,Help Desk Technician,High School,71000.0,Satisfactory,Yes,1972-12-22,
00-16798,Timothy,Davey,Male,Auckland,Auckland City,2022-05-11,Sales,Sales Consultant,Bachelor,76000.0,Good,Yes,1978-01-31,
00-28396,Mahi,Morris,Female,Auckland,Albany,2019-07-30,Customer Service,Customer Service Representative,Bachelor,64000.0,Good,No,1967-10-18,
00-79866,Stephen,Barnett,Male,Christchurch,Colombo Street,2023-02-22,IT,  System Administrator  ,Bachelor,83000.0,Satisfactory,No,1998-03-05,
00-78017,Karen,Mann,Female,Auckland,Manukau,2018-03-16,IT,IT Support Specialist,High School,65000.0,Satisfactory,No,1975-10-27,
00-73471,Grant,Dawick,Male,Auckland,New Lynn,2017-10-11,Sales,Sales Consultant,PhD,77000.0,Satisfactory,No,1977-07-28,
00-78750,Ellie,Holland,Female,Auckland,Auckland City,2017-03-14,Operations,Operations Analyst,Bachelor,55000.0,Satisfactory,No,1997-07-27,
00-27253,Heather,Smith,Female,Christchurch,Cathedral Square,2023-04-25,Sales,Sales Consultant,Master,73000.0,Good,No,1994-01-25,
00-46639,Rachel,Sutton,Female,Auckland,Manukau,2018-03-10,Operations,Inventory Specialist,Bachelor,55000.0,Satisfactory,No,1970-06-30,
00-13328,Megan,Watt,Female,Wellington,Wellington City,2017-06-07,Sales,Sales Represkntative,Bachelor,60000.0,Excellent,Yes,1983-06-10,
00-65795,Keith,Humphrey,Male,Christchurch,Cathedral Square,2021-02-03,IT,Software Developer,Bachelor,,Excellent,No,1999-11-05,
00-58010,Ashleigh,Dixon,Female,Christchurch,Colombo Street,2023-02-24,Operations,Logistics Coordinator,Bachelor,62000.0,Good,Yes,1992-05-29,
00-17731,Tony,Sullivan,Male,Wellington,Lower Hutt,2019-01-03,IT,Software Developer,Master,80000.0,Good,Yes,1976-09-07,
00-57603,David,Carter,Male,Auckland,New Lynn,2021-10-20,Customer Service,Customer Service Representative,High School,56000.0,Excellent,No,1986-03-11,
00-33009,Hayley,Roberts,Female,Christchurch,Colombo Street,2016-08-14,Operations,Operations Analyst,Bachelor,58000.0,Good,Yes,1992-08-18,
00-49740,Alexandra,Barr,Female,Christchurch,colombo street,2017-09-11,Operations,Operations Analyst,Master,84000.0,Good,Yes,1973-10-24,
00-42392,Eden,Lucas,Female,Wellington,Wellington City,2024-09-16,Customer Service,Customer Service Manager,Bachelor,75000.0,Satisfactory,No,1995-03-16,
00-88105,Gillian,Campbell,Female,Wellington,Wellington City,2020-06-06,Sales,Sales Representative,Bachelor,55000.0,Good,Yes,2002-06-24,
00-15828,Timothy,Gilchrist,Male,Auckland,Auckland City,2018-12-11,Customer Service,Support Specialist,Bachelor,67000.0,Good,No,1984-05-21,
00-40970,George,Low,Male,Christchurch,Cathedral Square,2024-02-15,Customer Service,Customer Service Representative,Bachelor,59000.0,Good,No,1989-08-20,
00-36062,Troy,O'Neill,Male,Auckland,Manukau,2020-05-22,Operations,Inventory Specialist,Bachelor,60000.0,Satisfactory,No,1985-09-27,
00-70338,Denise,Bishop,Female,Wellington,Porirua,2019-02-21,Sales,Sales Manager,PhD,120000.0,Good,No,1987-04-25,
00-91654,John,Webster,Male,Auckland,Albany,2023-08-24,HR,HR Coordinator,Master,64000.0,Good,No,1992-10-17,
00-91965,oliver,Richards,Male,Auckland,Auckland City,2020-12-20,Customer Service,Help Desk Technician,Bachelor,87000.0,Good,No,1966-04-12,
00-88145,Laura,Chapman,Female,Auckland,Auckland City,2019-09-15,Sales,Sales Consultant,Bachelor,81000.0,Excellent,No,1983-09-26,
00-28460,Rachel,Hood,Female,Christchurch,Colombo Street,2025-09-22,Finance,Accounts Payable Specialist,Bachelor,68000.0,Good,No,1970-07-07,
00-24029,Sophie,Barker,Female,Christchurch,Cathedral Square,2019-02-01,Sales,Sales Representative,Bachelor,57000.0,Needs Improvement,No,1968-07-25,
00-87348,Kevin,Barnett,Male,Auckland,albany,2022-05-21,Operations,Logistics Coordinator,Bachelor,67000.0,Good,No,2003-04-29,
00-64076,Lucas,Williams,Male,Wellington,Lower Hutt,2021-01-24,Operations,Inventory Specialist,Bachelor,63000.0,Satisfactory,No,2004-01-20,
00-35622,Stuart,Laurenson,Male,Christchurch,Colombo Street,2020-03-19,Customer Service,Support Specialist,Bachelor,71000.0,Excellent,Yes,1991-09-30,
00-79222,Catherine,Osborne,Female,Christchurch,Colombo Street,2022-05-08,Finance,Accountant,Bachelor,82000.0,Good,No,1967-06-23,
00-41529,Jeremy,Sanders,Male,Auckland,Auckland City,2023-09-22,IT,System Administrator,Master,82000.0,Satisfactory,No,1978-02-18,
00-95865,Lucy,Cameron,Female,Auckland,Manukau,2018-02-05,Customer Service,Support Specialist,High School,61000.0,Good,No,1980-10-09,
00-61773,Jesse,Beard,Male,Christchurch,Cathedral Square,2023-01-22,Marketing,SEO Specialist,High School,77000.0,Good,No,1961-01-24,
00-84844,Karl,Fowler,Male,Auckland,  Auckland Cijy  ,2018-06-27,IT,IT Support Specialist,High School,61000.0,Good,No,1999-01-17,
00-13448,logan,McMillan,Male,Auckland,Manukau,2017-09-19,IT,Software Developer,Master,89000.0,Satisfactory,No,1980-10-24,
00-29215,Paige,Best,Female,Auckland,MANUKAU,2024-06-02,Operations,Inventory Specialist,Bachelor,60000.0,Satisfactory,No,1988-06-20,
00-67718,Abigail,Russell,Female,Wellington,Wellington City,2025-03-26,IT,System Administrator,Bachelor,80000.0,Good,Yes,1987-12-09,
00-75494,Andrew,Dick,Male,Christchurch,Colombo Street,2022-05-14,Sales,Sales Representative,Bachelor,79000.0,Satisfactory,No,1977-09-02,
00-56479,Lauren,Jordan,Female,Wellington,Wellington City,2019-01-24,Sales,Sales Consultant,Master,80000.0,Good,No,1974-08-08,
00-89930,Anita,Stace,Female,Christchurch,Cathedral Square,2019-12-29,Customer Service,Help Desk Technician,High School,70000.0,Good,No,1996-10-19,
00-26391,Fiona,Crawford,Female,Auckland,Albany,2015-03-11,Sales,Sales Representative,Bachelor,65000.0,Satisfactory,No,2004-09-18,
00-49308,Raewyn,Griffin,Female,Christchurch,Colombo Street,2016-10-10,Operations,Inventory Specialist,High School,55000.0,Good,No,1977-01-08,
00-31702,Jessica,Freeth,Female,Wellington,Wellington City,2019-12-13,Operations,Inventory Specialist,Bachelor,0.0,Good,No,1995-06-17,
00-43907,Sonya,gill,Female,Christchurch,Cathedral Square,2021-12-19,Operations,Logistics Coordinator,Bachelor,61000.0,Needs Improvement,No,1964-01-03,
00-44737,Anna,Duncan,Female,Auckland,Auckland City,2020-09-14,IT,System Administrator,Master,87000.0,Good,No,2004-07-24,
00-88526,Carol,spelman,Female,Auckland,Auckland City,2022-12-01,Operations,Inventory Specialist,Bachelor,63000.0,Good,No,1971-01-10,
00-77458,  Colin  ,MATTHEWS,Male,Auckland,Auckland City,2021-07-28,Customer Service,Support Specialist,Bachelor,66000.0,Satisfactory,No,1985-09-09,
00-63799,Bruce,Powell,Male,Christchurch,Cathedral Square,2016-03-27,IT,IT Support Specialist,High School,61000.0,Satisfactory,No,2000-12-04,
00-63010,Phillip,O'Keefe,Male,Auckland,Auckland City,2024-04-25,IT,IT Support Specialist,Bachelor,65000.0,Satisfactory,No,2003-09-09,
00-72700,Paul,Page,Male,Christchurch,Colombo Street,2022-06-14,Customer Service,Help Desk Technician,Bachelor,,Good,No,1982-02-26,
00-77668,Ryan,  Bartlett  ,Male,Auckland,Albany,2025-04-07,Customer Service,  Customer Service Representative  ,Bachelor,61000.0,Good,No,2004-10-28,
00-31577,Charlotte,Lloyd,Female,Wellington,Lower Hutt,2016-03-14,IT,System Administrator,Master,94000.0,Satisfactory,Yes,1988-02-12,
00-40482,Paul,Baird,Male,Auckland,Manukau,2020-02-13,Operations,  Operations Analyst  ,Bachelor,,Good,No,1991-03-25,
00-74389,Michelle,Anderson,Female,Auckland,Auckland City,2022-08-27,IT,Software Developer,Bachelor,84000.0,Good,Yes,1991-09-18,
00-18817,Stacey,Christiansen,Female,Christchurch,  Colombo Street  ,2022-01-07,Finance,Finance Manager,Master,135000.0,Excellent,No,1975-04-29,
00-19060,Anika,Green,Female,Auckland,Manukau,2022-08-19,IT,Software Developer,Master,93000.0,Needs Improvement,No,1999-06-23,
00-82413,  Mason  ,Anderson,Male,Christchurch,Cathedral Square,2017-10-01,Sales,Sales Consultant,Bachelor,89000.0,Needs Improvement,Yes,1995-04-10,
00-85861,Elizabeth,Prouse,Female,Wellington,Lower Hutt,2022-01-18,Operations,Logistics Coordinator,Bachelor,63000.0,Good,Yes,1973-08-10,
00-84450,David,Jamieson,Male,Auckland,New Lynn,2023-03-26,Operations,Logistics Coordinator,Bachelor,62000.0,Satisfactory,No,1983-11-16,
00-18261,Rebecca,Avery,Female,Christchurch,  Colombo Street  ,2022-02-24,Operations,Logistics Coordinator,Bachelor,58000.0,Good,No,1998-01-15,
00-18088,Fiona,Fletcher,Female,Wellington,Porirua,2024-11-12,Customer Service,Customer Service Representative,Bachelor,52000.0,Satisfactory,Yes,2004-06-08,
00-12215,Lorraine,Sixtus,Female,Auckland,Auckland City,2020-08-12,Operations,Inventory Specialist,Bachelor,62000.0,Satisfactory,Yes,1972-12-02,
00-21343,Nathaniel,Todd,Male,Auckland,Albany,2022-05-05,Customer Service,Help Desk Technician,High School,61000.0,Satisfactory,Yes,1971-12-12,
00-48561,Sophie,Baker,Female,Auckland,Albany,2021-09-14,Sales,Sales Specialist,Master,68000.0,Good,No,1971-06-12,
00-14015,Jessica,Woolley,Female,Auckland,Albany,2019-04-17,Operations,Inventory Specialist,High School,65000.0,Good,No,1981-01-19,
00-11925,Tracy,Taylor,Female,Wellington,Lower Hutt,2018-12-08,Customer Service,Support Specialist,High School,55000.0,Satisfactory,No,1989-07-15,
00-98208,Cody,Whyte,Male,Auckland,Auckland City,2023-09-21,Sales,Sales Specialist,PhD,59000.0,Needs Improvement,Yes,1972-08-22,
00-82555,Katie,McEwen,Female,Wellington,Wellington City,2019-05-14,Sales,Sales Consultant,PhD,82000.0,Good,No,1986-07-30,
00-16925,Michelle,Claridge,Female,Auckland,Auckland City,2020-11-01,Customer Service,Customer Service Representative,Bachelor,55000.0,Good,Yes,1980-10-01,
00-19501,Nicola,Barnett,Female,Auckland,Manukau,2019-06-08,Finance,Financial Analyst,PhD,106000.0,Good,Yes,1992-10-09,
00-15717,Jack,Moore,Male,Wellington,Lower Hutt,2023-10-20,Operations,Inventory Specialist,Bachelor,72000.0,Good,No,1975-03-18,
00-52890,Elizabeth,Wilkinson,Female,Wellington,Lower Hutt,2022-03-29,Sales,Sales Specialist,Bachelor,80000.0,Good,Yes,2002-12-12,
00-36500,Patrick,Stevens,Male,Auckland,  Auckland City  ,2023-11-09,IT,Software Developer,Bachelor,86000.0,Satisfactory,No,1989-02-01,
00-29842,Angus,Page,Male,Auckland,Albany,2019-06-10,Marketing,SEO Specialist,Bachelor,74000.0,Satisfactory,No,1978-06-25,
00-28074,Linda,Eglinton,Female,Wellington,Porirua,2020-02-22,IT,IT Manager,Master,94000.0,Satisfactory,Yes,1970-06-19,
00-74668,Dean,Gordon,Male,Christchurch,Cathedral Square,2022-05-09,Marketing,Content Creator,High School,58000.0,Satisfactory,No,1989-07-04,
00-33219,Tanya,Nicol,Female,Auckland,New Lynn,2017-11-25,HR,Recruiter,Bachelor,59000.0,Good,Yes,2003-04-20,
00-51878,  Laura  ,Gardiner,Female,Wellington,Wellington City,2017-11-19,HR,HR Assistant,High School,66000.0,Satisfactory,No,1985-08-16,
00-57992,Dylan,McDonald,Male,Wellington,Wellington City,2022-09-19,Operations,Logistics Coordinator,Bachelor,63000.0,Satisfactory,Yes,1998-12-01,
00-47252,Amelia,Rodgers,Female,Auckland,Auckland City,2016-01-29,Operations,Logistics Coordinator,Bachelor,55000.0,Good,No,1973-12-30,
00-85708,Rachel,McDonald,Female,Wellington,Wellington City,2015-10-09,Marketing,SEO Specialist,High School,70000.0,Good,Yes,2005-01-27,
00-10364,Daniel,Jellyman,Male,Auckland,Albany,2019-03-23,Operations,Logistics Coordinator,Bachelor,62000.0,Good,No,2002-07-25,
00-96703,Grant,Millard,Male,Auckland,Albany,2024-12-19,Operations,Logistics Coordinator,Bachelor,67000.0,Excellent,No,2002-04-13,
00-41847,Toni,Smith,Female,Wellington,Lower Hutt,2015-10-15,Operations,Inventory Specialist,High School,55000.0,Good,Yes,1995-10-16,
00-87803,Wikitoria,Thomas,Female,Auckland,Auckland City,2023-07-05,Marketing,Content Creator,High School,62000.0,Good,No,1977-03-11,
00-21905,Noah,Mortimer,Male,Auckland,Manukau,2023-10-01,Sales,Sales Specialist,PhD,86000.0,Satisfactory,No,1972-05-23,
00-57977,Thomas,Cameron,Male,Auckland,New Lynn,2021-08-03,Operations,logistics coordinator,Bachelor,69000.0,Needs Improvement,Yes,1992-09-16,
00-40976,Eva,marshall,Female,Auckland,Auckland City,2020-06-30,Operations,Logistics Coordinator,Bachelor,63000.0,Good,No,1974-07-14,
00-38016,Hunter,Elliott,Male,Wellington,  Wellington City  ,2022-04-12,IT,IT Support Specialist,High School,56000.0,Satisfactory,No,1987-07-30,
00-11709,Stephen,Lucas,Male,Auckland,Manukau,2017-06-30,Sales,  Sales Consultant  ,PhD,81000.0,Excellent,No,1975-06-07,
00-16164,Kahu,Harris,Male,Christchurch,Colombo Street,2019-07-02,Customer Service,Customer Service Representative,Bachelor,59000.0,Satisfactory,No,2000-02-25,
00-99887,Hannah,Nolan,Female,Auckland,Auckland City,2025-03-20,IT,Software Developer,Master,108000.0,Excellent,No,1963-10-23,
00-73812,Jamie,Gardiner,Male,Wellington,Lower Hutt,2015-08-07,Sales,Sales Manager,PhD,102000.0,Good,Yes,1985-06-27,
00-14741,Peter,Howell,Male,Wellington,Porirua,2020-01-07,Sales,Sales Representative,Bachelor,71000.0,Good,No,1987-05-24,
00-38369,Toni,Carter,Female,Auckland,Manukau,2023-08-13,Operations,Inventory Specialist,High School,62000.0,Good,No,1968-12-29,
00-50781,Gabrielle,Parkes,Female,Christchurch,Cathedral Square,2024-03-17,Sales,Sales Specialist,Bachelor,62000.0,Needs Improvement,No,1971-12-05,
00-20313,Jane,PATCHETT,Female,Auckland,New Lynn,2022-11-20,IT,IT Support Specialist,Bachelor,59000.0,Good,No,1992-03-10,
00-41447,Lilly,Jensen,Female,Auckland,Manukau,2019-09-23,Operations,Logistics Coordinator,Bachelor,56000.0,Satisfactory,Yes,1984-03-02,
00-21473,Raymond,Wells,Male,Auckland,Auckland City,2023-07-09,Marketing,Content Creator,Bachelor,63000.0,Satisfactory,No,1967-05-27,
00-47475,Michael,Corlett,Male,Auckland,Auckland City,2016-07-09,Sales,Sales Consultant,Master,93000.0,Good,Yes,1975-09-24,
00-80013,Patricia,Lloyd,Female,Wellington,Wellington City,2022-05-17,Operations,Inventory Specialist,High School,60000.0,Good,No,1997-12-26,
00-99165,Olivia,Evans,Female,Auckland,Albany,2022-07-09,Customer Service,Help Desk Technician,Bachelor,61000.0,Satisfactory,No,1990-05-31,
00-71345,Stephen,Edwards,Male,Wellington,Porirua,2015-09-07,IT,IT Support Specialist,Bachelor,61000.0,Satisfactory,No,1993-06-14,
00-96844,Kimberley,Toms,Female,Auckland,Manukau,2023-11-22,IT,Software Developer,Bachelor,90000.0,Satisfactory,No,1997-12-25,
00-61218,Tyler,Hopkins,Male,Wellington,Lower Hutt,2017-09-17,Sales,Sales Consultant,Bachelor,75000.0,Good,No,1980-06-17,
00-78447,Aimee,Jones,Female,Auckland,Albany,2022-02-23,IT,IT Support Specialist,High School,57000.0,Excellent,Yes,1982-02-16,
00-25832,David,Cunningham,Male,Auckland,Albany,2023-10-02,Marketing,Content Creator,Bachelor,66000.0,Excellent,No,2003-06-26,
00-44359,Denise,Simpson,Female,Christchurch,Colombo Street,2020-06-26,Operations,Logistics Coordinator,Bachelor,58000.0,Good,No,1999-06-03,
00-84196,Maria,Richards,Female,Auckland,Manukau,2017-09-16,Customer Service,Support Specialist,High School,55000.0,Needs Improvement,No,1975-06-12,
00-17264,Suzanne,Southee,Female,Wellington,Porirua,2018-09-14,Sales,Sales Consultant,Bachelor,94000.0,Needs Improvement,No,1980-06-01,
00-47594,Aaron,  Hamilton  ,Male,Auckland,Auckland City,2022-08-03,Operations,Operations Analyst,Master,64000.0,Satisfactory,No,2005-02-02,
00-53246,Alicia,Perry,Female,Auckland,Manukau,2019-10-08,Customer Service,Help Desk Technician,High School,56000.0,Good,No,2000-06-19,
00-27819,Anaru,Morgan,Male,Auckland,Manukau,2023-01-07,Operations,Operations Manager,Master,0.0,Good,Yes,1985-02-02,
00-20473,Oliver,Brooks,Male,Auckland,Manukau,2023-06-17,Operations,Inventory Specialist,High School,63000.0,Satisfactory,Yes,2002-11-10,
00-88986,Thomas,  Best  ,Male,Auckland,Manukau,2017-02-11,IT,Software Developer,Bachelor,105000.0,Satisfactory,Yes,1994-07-31,
00-47236,Kevin,Warner,Male,Christchurch,Cathedral Square,2020-04-03,Finance,Financial Analyst,Master,78000.0,Excellent,No,1993-05-14,
00-55555,Kevin,McDonald,Male,Christchurch,Colombo Street,2019-11-13,Customer Service,Support Specialist,High School,65000.0,Satisfactory,No,1973-01-11,
00-84620,Robert,Gibson,Male,Auckland,Albany,2022-01-31,Sales,Sales Representative,Bachelor,64000.0,Good,Yes,1992-04-25,
00-83346,James,Richards,Male,Auckland,Albany,2023-08-08,Customer Service,Help Desk Technician,Bachelor,70000.0,Good,No,1979-04-30,
00-89621,Nicola,Jensen,Female,Christchurch,Cathedral Square,2017-04-27,Customer Service,Customer Service Representative,High School,64000.0,Satisfactory,No,1995-03-07,
00-38642,Shania,Chandler,Female,Auckland,Albany,2025-09-11,Operations,Logistics Coordinator,Bachelor,61000.0,Good,No,1975-04-14,
00-64106,Michael,Dalziel,Male,Auckland,  Albany  ,2019-01-13,Operations,Inventory Specialist,High School,64000.0,Good,No,1979-12-02,
00-70485,Jane,Scott,Female,Auckland,Albany,2018-08-03,Sales,Sales Manager,Master,128000.0,Needs Improvement,Yes,1993-11-27,
00-34792,Megan,Sullivan,Female,Auckland,  Auckland City  ,2018-09-30,Sales,Sales Specialist,PhD,71000.0,Satisfactory,No,1979-09-22,
00-44750,Katrina,Hansen,Female,Auckland,Auckland City,2019-06-18,Sales,Sales Representative,Bachelor,68000.0,Good,No,1982-11-08,
00-86358,Grant,Curtis,Male,Christchurch,Cathedral Square,2025-11-30,Marketing,Marketing Coordinator,Bachelor,64000.0,Good,No,1978-03-17,
00-46743,Susan,Hoskins,Female,Auckland,Albany,2019-12-23,Finance,Accounts Payable Specialist,Bachelor,59000.0,Satisfactory,No,1961-01-05,
00-63515,Daniel,Jones,Male,Wellington,Wellington City,2020-12-03,Sales,Sales gonsultant,PhD,90000.0,Good,Yes,1998-02-10,
00-86247,Luke,Rutherford,Male,Wellington,Porirua,2021-04-16,IT,Software Developer,Bachelor,93000.0,Good,No,1992-10-11,
00-67586,Anna,Jones,Female,Auckland,New Lynn,2023-12-26,Marketing,Marketing Manager,Bachelor,88000.0,Good,No,1998-03-31,
00-98819,  Leah  ,Miller,Female,Auckland,Auckland City,2020-09-12,Operations,Inventory Specialist,Bachelor,63000.0,Excellent,Yes,1983-02-07,
00-27038,Teresa,Anderson,Female,Christchurch,Colombo Street,2017-05-03,Marketing,Content Creator,High School,53000.0,Good,No,1996-09-18,
00-56205,Deborah,Smith,Female,Auckland,Albany,2017-02-25,Customer Service,HELP DESK TECHNICIAN,Bachelor,59000.0,Good,Yes,1987-08-06,
00-24809,Paul,Wratt,Male,Auckland,Auckland City,2019-06-04,,Support Specialist,Bachelor,70000.0,Good,No,1988-11-11,
00-53331,Gary,McFarlane,Male,Wellington,Lower Hutt,2015-08-08,Customer Service,  Customer Service Manager  ,PhD,69000.0,Good,No,1997-07-15,
00-51488,Samuel,Green,Male,Auckland,New Lynn,2019-06-01,IT,Software Developer,Master,85000.0,Satisfactory,No,1977-09-22,
00-47465,Lauren,O'Donnell,Female,Auckland,Auckland City,2017-05-30,Marketing,Marketing Manager,Bachelor,82000.0,Good,Yes,1991-02-26,
00-53938,Cameron,BLAKE,Male,Wellington,tower Hutt,2022-09-25,Customer Service,Support Specialist,Bachelor,61000.0,Satisfactory,No,1995-02-20,
00-32661,Katrina,Dalton,Female,Auckland,,2023-05-15,IT,Software Developer,Bachelor,81000.0,Satisfactory,No,1977-02-26,
00-27506,Jeffrey,Taylor,Male,Christchurch,Colombo Street,2023-11-22,Customer Service,Help Desk Technician,,63000.0,Good,Yes,2004-10-24,
00-96311,Maia,Williams,Female,Christchurch,Colombo Street,2017-08-27,Sales,Sales Specialist,PhD,78000.0,Satisfactory,No,1975-02-15,
00-30109,James,Reader,Male,Christchurch,  Colombo Street  ,2023-10-28,Operations,Logistics Coordinator,Bachelor,61000.0,Good,No,1983-06-29,
00-55591,Michael,Webb,Male,Wellington,Lower Hutt,2024-10-31,IT,  Software Developer  ,Master,84000.0,Good,No,1966-09-21,
00-90733,Kathryn,Doherty,Female,Wellington,Wellington City,2017-05-19,Customer Service,Support Specialist,Bachelor,56000.0,Good,No,1982-05-25,
00-73393,Jan,Simmons,Female,Christchurch,Cathedral Square,2019-03-14,Finance,Accounts Payable Specialist,Bachelor,60000.0,Good,No,1979-01-05,
00-22995,  Mitchell  ,Payne,Male,Wellington,Wellington City,2022-02-03,Sales,Sales Specialist,Bachelor,70000.0,Satisfactory,Yes,1979-03-05,
00-93205,Gary,Mercer,Male,Wellington,Porirua,2024-04-05,Operations,Inventory Specialist,High School,60000.0,Satisfactory,No,1990-09-29,
00-75205,Benjamin,George,Male,Wellington,Lower Hutt,2017-03-01,Sales,Sales Specialist,Master,66000.0,Good,No,1974-07-01,
00-45760,Riley,Fisher,Male,Auckland,Manukau,2022-03-01,Marketing,Content Creator,Bachelor,65000.0,Satisfactory,No,2003-08-16,
00-88025,Glenn,Giles,Male,Auckland,Albany,2020-02-11,IT,Software Developer,Master,95000.0,Good,No,1997-06-09,
00-86221,Tyler,Scott,Male,Auckland,Albany,2020-06-21,Sales,Sales Specialist,PhD,74000.0,Good,Yes,1970-12-31,
00-61997,Dylan,Lucas,Male,Wellington,Porirua,2019-02-21,Operations,Inventory Specialist,Bachelor,69000.0,Good,No,1982-10-24,
00-41058,Joanne,  Thompson  ,Female,Christchurch,Colombo Street,2022-08-05,Customer Service,Help Desk Technician,High School,54000.0,Satisfactory,No,1989-05-03,
00-56849,James,Barrett,Male,Auckland,Manukau,2019-01-11,Operations,Logistics Coordinator,Bachelor,71000.0,Good,No,2000-04-05,
00-36744,Lincoln,Thompson,Male,Auckland,Auckland City,2019-08-20,Sales,Sales Manager,Master,115000.0,Excellent,Yes,1994-10-05,
00-26521,Graham,Todd,Male,Auckland,Manukau,2017-05-30,Sales,Sales Specialist,Master,81000.0,Excellent,No,2003-01-19,
00-50278,Jamie,Smith,Male,Wellington,Lower Hutt,2020-10-29,Sales,Sales Specialist,Master,57000.0,Excellent,Yes,1997-08-26,
00-10435,Susan,Thompson,Female,Auckland,Auckland City,2023-12-18,HR,hr assistant,High School,0.0,Good,No,1986-09-16,
00-33716,Elizabeth,Doherty,Female,Wellington,Porirua,2021-07-22,Sales,Sales Specialist,PhD,91000.0,Satisfactory,No,1973-03-14,
00-50272,Jane,Hansen,Female,Auckland,Auckland City,2018-02-23,Operations,Logistics Coordinator,Bachelor,63000.0,Good,Yes,1985-10-11,
00-76918,Dylan,Knight,Male,Auckland,Auckland City,2020-02-26,Operations,Inventory Specialist,Bachelor,72000.0,Satisfactory,No,1984-03-27,
00-81212,Jayden,Brown,Male,Wellington,Lower Hutt,2020-06-12,Operations,LOGISTICS COORDINATOR,Bachelor,67000.0,Needs Improvement,No,2004-09-26,
00-24074,Richard,Stevens,Male,Wellington,Wellington City,2019-05-21,Operations,Inventory Specialist,High School,62000.0,Good,No,1999-07-27,
00-59292,David,Neal,Male,Auckland,New Lynn,2022-08-31,IT,Software Developer,Master,0.0,Good,Yes,1980-08-14,
00-87915,Matthew,Holdaway,Male,Wellington,Porirua,2019-06-27,Operations,Inventory Specialist,High School,59000.0,Needs Improvement,Yes,1995-02-12,
00-78144,Georgia,Mitchell,Female,Wellington,Lower Hutt,2017-06-03,Sales,Sales Consultant,Bachelor,86000.0,Excellent,No,1994-12-06,
00-11885,Maria,Hughes,Female,Auckland,Manukau,2024-11-08,Operations,Inventory Specialist,High School,62000.0,Needs Improvement,Yes,1977-01-10,
00-80303,Jeremy,Haines,Male,Wellington,Wellington City,2017-06-17,IT,Software Developer,Bachelor,92000.0,Good,No,1976-05-21,
00-65735,  Shelley  ,McPherson,Female,Wellington,Wellington City,2024-08-18,Operations,Inventory Specialist,High School,58000.0,Good,No,1970-09-08,
00-11367,  Hannah  ,Martin,Female,Auckland,New Lynn,2017-09-28,Marketing,Marketing Coordinator,Bachelor,70000.0,Excellent,Yes,1991-04-30,
00-70429,Grace,Ward,Female,Auckland,Albany,2017-06-04,Marketing,Marketing Coordinator,Bachelor,65000.0,Good,No,1987-12-11,
00-81375,Fiona,Enright,Female,Auckland,New Lynn,2018-09-27,Finance,Financial Analyst,PhD,104000.0,Satisfactory,No,1983-10-02,
00-96510,William,Armstrong,Male,Wellington,Wellington City,2017-10-31,Marketing,Content Creator,High School,59000.0,Good,No,1991-09-09,
00-14582,Jan,Jensen,Female,Wellington,Porirua,2024-11-13,Customer Service,Support Specialist,High School,57000.0,Good,No,1966-07-15,
00-65010,Ian,Tait,Male,Auckland,Manukau,2017-12-28,Operations,Logistics Coordinator,Bachelor,69000.0,Good,Yes,1972-12-07,
00-89536,Mark,McMillan,Male,Auckland,New Lynn,2022-07-31,IT,Software Developer,Master,100000.0,Satisfactory,Yes,2001-03-18,
00-44849,Rhys,Henderson,Male,Wellington,Wellington City,2024-01-11,Operations,Logistics Coordinator,Bachelor,73000.0,Needs Improvement,No,1991-03-19,
00-40675,John,Mudgway,Male,Auckland,Auckland City,2017-10-03,Customer Service,Help Desk Technician,High School,67000.0,Good,No,1977-12-01,
00-31870,Ruby,Wood,Female,Auckland,Albany,2025-11-19,Sales,Sales Representative,Bachelor,53000.0,Excellent,No,1987-06-04,
00-58658,Sandra,Rutherford,Female,Auckland,Manukau,2025-11-06,Sales,Sales Consultant,PhD,79000.0,Satisfactory,Yes,1977-08-09,
00-85279,Neil,Leslie,Male,Auckland,Albany,2019-02-24,Operations,INVENTORY SPECIALIST,High School,59000.0,Satisfactory,No,1979-10-26,
00-60001,Elizabeth,Armstrong,Female,Auckland,Albany,2017-09-13,Operations,Operations Manager,Bachelor,98000.0,Good,No,1978-04-23,
00-11307,Jason,Simpson,Male,Christchurch,Colombo Street,2018-05-27,Finance,Financial Analyst,Master,69000.0,Good,No,1981-07-19,
00-59895,Mareikura,Williams,Female,Christchurch,CATHEDRAL SQUARE,2021-07-06,Finance,Accountant,Bachelor,72000.0,Good,No,1972-08-02,
00-50159,Laura,Greer,Female,Christchurch,Cathedral Square,2017-12-25,Sales,Sales Representative,Bachelor,63000.0,Needs Improvement,Yes,1993-11-07,
00-33631,Nevaeh,Arnold,Female,Auckland,Auckland City,2019-07-31,Customer Service,Support Specialist,High School,59000.0,Satisfactory,Yes,1974-02-12,
